SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2617,4,3,Rural,1962,256559.1306
2027,4,1,Urban,1991,125776.0376
1626,5,3,Rural,1994,304625.4896
1350,4,3,Urban,1963,149940.2125
1350,4,3,Urban,2018,187293.4612
1648,3,2,Suburb,1987,187771.0459
2822,2,1,Suburb,1984,279707.2253
1900,2,1,Urban,1961,253146.5111
1227,5,2,Urban,1968,171876.4271
1015,3,2,Suburb,1966,145750.4917
2833,3,2,Urban,1988,316635.0661
1424,3,1,Rural,2012,187929.8317
1463,3,1,Urban,1978,94623.28558
1723,4,1,Urban,1952,204528.7719
2269,5,2,Rural,2003,317311.804
2821,5,2,Urban,1985,343338.9666
1793,4,1,Urban,1989,179129.6985
1176,5,3,Rural,1969,231901.9801
1542,3,3,Rural,2013,260415.8324
1508,4,1,Urban,1953,147893.2306
2585,4,3,Rural,1977,313071.4353
2678,2,2,Suburb,1958,391915.7568
1563,4,1,Urban,1994,218147.778
1232,2,2,Urban,2001,168606.2147
2701,4,3,Urban,1968,313092.7466
2061,5,1,Suburb,2021,172705.129
1490,2,3,Urban,2007,241380.0925
2016,2,2,Rural,2016,215628.3896
1443,2,1,Suburb,1963,174471.5456
1019,2,2,Suburb,2007,176825.4216
2634,3,2,Suburb,1953,266506.2694
2750,4,2,Suburb,1998,234482.9977
2579,3,2,Suburb,1971,247285.9716
1110,5,1,Urban,2009,114891.3783
1486,4,3,Rural,2004,205995.5668
1088,3,3,Urban,1956,113413.1462
2342,4,2,Suburb,2003,163451.6667
2141,3,2,Suburb,1984,154444.1684
1433,5,2,Rural,1974,136149.347
2941,3,3,Suburb,1953,300820.171
2262,5,1,Suburb,1989,223965.5068
1071,2,3,Rural,1964,98590.41841
1821,3,3,Suburb,1988,206957.5099
2928,2,2,Suburb,1951,327664.0585
2422,5,2,Suburb,1975,195166.4329
1815,2,1,Suburb,1991,244187.0154
1403,3,2,Rural,1974,166783.7779
2698,4,2,Urban,1962,240800.1966
1250,3,2,Urban,1975,97956.01299
1868,2,3,Rural,2018,278067.3899
2218,2,1,Rural,1963,193077.0167
2595,3,1,Suburb,1954,266785.704
2633,3,3,Suburb,1981,278200.622
2953,3,3,Urban,2021,351321.0756
1867,3,2,Rural,1979,127653.5336
2890,5,1,Suburb,1994,264178.5862
2608,4,3,Urban,1990,262922.2905
2245,2,3,Rural,1977,297127.2371
2654,5,2,Rural,1968,205747.694
2205,3,2,Urban,1958,272402.6374
1895,3,1,Rural,2006,212882.2019
2753,5,1,Rural,2019,290970.3512
1255,3,1,Rural,1955,224889.3463
2931,2,2,Rural,2014,283024.239
2111,2,1,Rural,1985,295147.6342
1872,2,2,Suburb,2021,167793.1048
2810,5,1,Suburb,1998,213696.6945
1491,3,2,Suburb,1952,212825.4177
1335,5,1,Rural,1974,108764.5452
2561,2,3,Urban,1991,272105.3294
2430,5,2,Urban,1953,382064.8232
1632,3,3,Urban,1950,265923.9799
2312,3,1,Urban,1955,224454.1764
1361,4,2,Suburb,1968,132117.9732
2464,4,1,Suburb,1983,323546.5076
2053,4,2,Suburb,1952,233068.1316
1918,2,3,Rural,2016,248546.6428
2737,4,1,Rural,1981,358814.6853
1893,2,2,Rural,1994,234289.4719
2571,5,3,Rural,1978,257307.4404
1636,3,3,Rural,2018,245476.7408
2246,5,3,Rural,1951,300360.732
1746,4,1,Urban,1980,181968.8621
2147,4,1,Suburb,1966,233380.9527
1682,2,3,Suburb,1997,187433.1351
2002,2,2,Suburb,2001,341283.705
2006,5,1,Suburb,2012,234782.4412
2985,5,1,Suburb,1958,343556.9863
1692,4,1,Rural,1955,173238.267
1214,2,3,Rural,2017,117364.1769
1117,2,2,Urban,2016,83286.29476
1226,5,1,Rural,1952,198853.1304
1890,2,2,Urban,1954,267388.8555
1443,5,1,Suburb,1988,228630.9528
1548,3,1,Suburb,1963,207252.8264
1828,4,2,Suburb,2012,210891.0354
2631,2,2,Rural,1996,284641.0099
2655,2,2,Urban,1977,346490.9799
2460,3,3,Suburb,2013,361716.1283
1011,3,2,Urban,1957,176985.8078
2145,3,2,Suburb,1967,295842.8321
2570,5,2,Rural,1968,325126.522
1488,5,2,Suburb,2002,226991.2265
2274,3,2,Rural,2012,287712.1406
1578,4,2,Rural,1984,156427.1329
2505,4,2,Suburb,1994,226509.5879
2573,2,1,Rural,2013,245565.208
2303,5,2,Urban,1993,324310.0982
1741,4,2,Rural,1973,139842.6636
2360,2,2,Urban,2001,310881.0815
1167,4,2,Rural,1979,95796.3238
1960,5,2,Rural,1990,233495.9916
2976,4,1,Rural,1991,335560.6685
2351,4,3,Rural,2011,259589.6112
2269,5,2,Suburb,1959,304362.1278
2614,2,1,Rural,1976,283916.5091
2649,2,3,Rural,1960,302419.0267
2324,3,2,Rural,1992,215248.6247
2752,2,1,Urban,1980,170151.3316
1199,3,3,Suburb,1986,216157.2637
2916,5,3,Urban,1966,365181.4363
2523,2,3,Suburb,2017,272016.1119
1863,5,3,Suburb,1963,207321.2154
1753,2,3,Urban,1993,237420.5822
2036,4,1,Urban,1962,227756.0032
2389,2,2,Urban,1958,221236.2327
2742,4,3,Rural,1953,283449.7949
1773,2,1,Suburb,1971,235007.8706
1096,5,2,Urban,1980,129181.8551
1070,3,1,Suburb,1950,159562.5701
1992,2,1,Urban,1973,253522.8283
2838,5,3,Rural,1951,356437.5237
2884,4,2,Urban,1965,335463.0262
2765,4,1,Rural,1987,285926.2723
1356,4,2,Rural,2006,129713.499
1811,4,3,Urban,1966,259388.7165
1543,5,2,Suburb,1964,217783.0145
2273,2,3,Suburb,1961,173380.9333
1253,4,1,Rural,1988,164691.046
2794,4,2,Suburb,1982,326708.6929
2205,2,2,Rural,1980,166654.1813
2875,5,3,Urban,1978,356571.4905
2997,4,3,Rural,1994,413063.5495
1987,3,2,Suburb,1953,170468.0774
2189,5,1,Suburb,2011,301756.7166
1003,3,1,Suburb,1981,7850.236271
2486,5,1,Urban,1987,242978.5462
1144,4,1,Suburb,1954,270766.9534
1164,5,3,Urban,1994,195067.511
1343,5,3,Rural,1997,157957.2099
2897,3,1,Urban,1955,313894.293
2128,5,1,Urban,2017,262423.7708
2571,5,2,Urban,1971,303690.1449
2337,4,3,Rural,1998,270131.0179
2192,2,1,Rural,2003,276915.3631
1519,3,1,Rural,2015,209332.5367
2986,3,2,Urban,2018,422449.3237
1925,2,1,Urban,1995,162700.7158
2621,3,2,Urban,1964,276784.731
2459,4,3,Suburb,2021,252764.2544
1608,5,1,Suburb,1952,163722.4422
1511,5,1,Rural,1986,217940.3482
1408,4,2,Rural,2008,128767.4835
1435,3,2,Urban,2003,115557.7105
2338,5,1,Suburb,1994,246043.6167
1541,2,3,Suburb,1970,107367.2946
1612,5,1,Suburb,2005,243956.7295
2602,4,2,Suburb,2017,252048.2877
1899,5,3,Suburb,1977,236350.9212
2884,4,1,Urban,2009,321077.7431
2976,3,3,Rural,1987,331897.3647
2086,2,2,Urban,2015,201960.2359
2055,4,2,Suburb,2000,191158.665
2622,2,2,Rural,1966,302389.1402
2234,3,1,Suburb,1973,190277.1909
2486,3,3,Rural,2012,281547.0753
1562,4,3,Suburb,2018,137597.5363
1574,5,2,Urban,2019,194037.6272
2103,2,1,Suburb,1998,250459.6718
2021,5,2,Rural,2015,134401.2559
1342,2,2,Rural,1953,106581.4348
2255,3,1,Rural,1967,236814.9915
2901,3,2,Suburb,1981,365920.3114
1612,3,3,Suburb,1975,165246.9527
1128,5,1,Urban,2015,65994.07912
2042,3,1,Suburb,1986,167958.4517
1356,5,2,Suburb,1988,77581.33862
2442,3,1,Rural,2001,269735.9104
1958,5,2,Rural,2016,176197.5005
2629,4,2,Suburb,1992,361085.5812
1080,4,2,Rural,1957,145447.0309
2638,2,2,Suburb,2012,243273.7812
2904,5,3,Suburb,1999,390061.9029
1665,5,2,Suburb,2016,209599.6304
1780,4,1,Suburb,2006,178684.6532
2141,4,2,Suburb,2002,239726.1253
2877,4,2,Suburb,1980,367102.4406
2517,2,2,Rural,1951,215442.261
1790,4,3,Urban,2003,192755.6914
1491,2,2,Urban,2006,188094.4797
2898,2,2,Rural,1973,260246.5028
1224,4,1,Urban,1998,177607.008
1986,4,3,Urban,1979,217781.9853
1418,4,1,Suburb,1966,178099.9169
1779,5,2,Rural,1954,197042.9421
1136,3,1,Urban,2017,108244.6668
1225,5,1,Rural,2011,212261.2191
2357,2,3,Suburb,1950,180705.27
2252,2,3,Urban,2010,249971.4046
1322,3,3,Urban,1992,199922.5728
2131,3,1,Urban,1953,283457.254
1811,4,3,Suburb,2017,213574.8632
1444,5,1,Rural,1994,160043.3454
2940,5,1,Urban,1978,292259.6245
1006,5,2,Urban,1955,162825.4447
1127,3,1,Urban,1954,95057.15911
2376,5,2,Rural,2015,282816.6697
1266,3,1,Suburb,1996,106516.111
1684,5,2,Urban,1978,234091.6164
1927,3,3,Suburb,1993,269435.4392
1213,5,2,Urban,1970,264311.9627
1246,2,1,Urban,1990,151789.426
2641,3,2,Rural,2003,238054.2568
2618,4,2,Rural,2003,237937.1574
2827,2,3,Rural,1960,308446.6381
2397,2,2,Suburb,1981,300274.9263
1420,3,3,Urban,2021,141621.0018
2738,5,2,Rural,1974,335027.5766
2064,5,2,Urban,1954,236713.3315
1716,3,1,Rural,1958,162545.5929
2371,5,1,Urban,1972,284886.3652
2584,5,3,Urban,1965,367293.0272
1142,5,3,Suburb,1998,136050.4777
1140,3,1,Urban,1999,102894.694
1564,3,3,Urban,2001,57909.48276
1106,4,1,Urban,1962,93736.68226
1032,5,2,Rural,2009,161421.6546
2223,5,3,Urban,2003,263708.3318
1118,3,2,Suburb,1956,210791.0944
2823,4,1,Suburb,1988,270025.9913
1228,3,3,Rural,1985,134696.7891
2653,3,3,Urban,1976,306171.2688
1687,4,3,Suburb,1970,197279.6462
2987,3,3,Rural,2012,386375.013
2208,2,2,Rural,2010,137811.7655
1829,4,3,Suburb,1993,318072.0451
2010,5,3,Suburb,2021,283113.6647
1849,5,3,Rural,1972,259344.1706
2238,4,3,Rural,2020,329018.0063
1732,5,1,Suburb,1991,176142.1657
2153,2,2,Rural,2000,199470.5467
1844,5,1,Rural,1954,327845.0569
1271,4,2,Suburb,1999,181361.7502
2781,3,3,Suburb,2015,294378.8111
1634,4,3,Suburb,1962,200320.7056
2031,4,1,Rural,1979,245718.281
1402,2,2,Urban,2014,117117.2755
1927,5,3,Rural,1987,198559.9128
2602,4,2,Rural,1985,271496.8138
1626,5,2,Suburb,1991,173336.3062
2392,3,2,Rural,1986,362651.9908
2823,4,2,Suburb,2009,233221.2223
1616,4,1,Urban,1986,195576.3297
1980,5,3,Suburb,1972,144322.5861
1536,2,3,Suburb,2017,130622.3433
2076,2,3,Suburb,2010,315980.0769
1246,5,2,Suburb,1969,135238.7384
1336,4,2,Suburb,1960,152322.4605
2304,3,2,Urban,1966,176644.7861
1032,2,2,Rural,1968,97444.28708
1798,2,1,Rural,2000,140315.8277
1547,3,2,Suburb,2012,174995.5726
2366,2,2,Suburb,1962,211578.507
1890,5,2,Rural,2007,190021.5584
2262,4,2,Urban,2014,240358.4106
2515,2,1,Suburb,2021,294759.033
1728,3,2,Suburb,1986,229348.4546
2200,5,3,Urban,2000,282386.7558
1043,5,2,Suburb,1990,189252.1965
1303,5,1,Rural,2002,123050.1939
2693,5,2,Suburb,1967,305962.6765
1268,4,3,Suburb,1990,193387.0094
1682,5,2,Suburb,2009,181837.5577
2756,5,1,Urban,2015,306864.1989
1399,5,2,Rural,1980,173587.7672
2765,3,1,Urban,2010,320482.1464
1602,3,2,Suburb,1978,247184.3597
1921,3,2,Urban,1961,220755.8724
1970,3,2,Rural,1970,252802.8444
1430,2,1,Suburb,1964,143246.5512
1420,5,3,Urban,2002,270500.8614
1130,2,2,Rural,1975,162192.2571
2433,2,1,Suburb,1987,210830.268
2761,2,2,Suburb,1984,269063.1524
2248,4,2,Suburb,1968,234782.3733
2166,5,1,Urban,2007,241223.3518
1577,5,2,Suburb,1998,247782.2839
1539,2,1,Urban,1997,201692.8091
1124,3,1,Suburb,1998,58747.04593
2235,4,2,Suburb,2002,237413.3795
1933,2,2,Rural,1973,230691.1593
2451,2,1,Rural,2012,244140.4264
2460,4,1,Rural,2011,304489.8469
1591,2,3,Rural,1993,167160.85
2261,5,1,Urban,1968,249993.9964
1643,3,2,Rural,1970,164967.5258
1327,3,1,Rural,2017,176391.9956
1811,3,2,Rural,1997,243928.0213
2142,3,3,Rural,1963,202736.9244
1045,2,1,Rural,1988,156443.9179
1083,3,2,Rural,2014,144625.6977
1793,2,2,Suburb,1963,247941.8239
1351,5,2,Suburb,1950,153792.8645
2036,2,2,Rural,1966,231559.022
1636,2,3,Suburb,1981,227258.6713
2860,2,2,Urban,2010,265045.4869
2195,4,1,Suburb,2012,235319.5783
1233,4,3,Suburb,1986,68133.00056
2204,4,2,Urban,2011,177362.3681
2074,5,3,Urban,1996,195820.9751
1780,3,1,Suburb,2003,177161.0134
1680,2,3,Suburb,1950,167965.8794
2418,2,3,Urban,2010,326590.0136
1932,3,2,Suburb,1986,275680.861
2851,4,2,Rural,1989,272846.0313
2823,5,2,Urban,1955,308663.7079
2452,2,2,Rural,1986,293041.2753
2297,3,1,Rural,1956,217032.5392
1860,4,1,Suburb,2014,222682.9837
2230,5,3,Rural,1969,271228.8794
1147,3,1,Urban,2005,85873.20512
1299,3,2,Urban,2010,261607.9523
2955,2,1,Urban,1960,294786.3696
2476,5,3,Suburb,2018,304619.5868
1548,5,1,Urban,2005,148797.1973
2696,4,3,Suburb,2008,361160.4011
1977,4,3,Suburb,1955,150562.1053
1382,2,2,Suburb,1995,202471.9953
2810,5,3,Suburb,1997,322745.2821
2970,4,3,Suburb,1967,357620.8086
1799,5,2,Urban,1951,211214.6691
2641,3,3,Urban,2000,286919.3536
1533,3,1,Rural,1978,160892.7252
2256,3,1,Rural,2015,216621.1635
2657,5,1,Rural,1982,294315.5232
2152,2,3,Urban,1966,182059.1135
2845,4,3,Urban,1954,354875.3531
2752,2,2,Rural,1980,315121.1723
2683,2,3,Rural,2017,284428.8191
1569,2,3,Rural,1953,156029.8312
1930,2,1,Suburb,1970,174945.4061
1236,4,1,Rural,1974,140871.0785
2605,3,3,Suburb,1998,180171.867
1965,3,2,Suburb,1993,225514.9648
1700,3,1,Suburb,2011,198052.6174
1753,5,3,Urban,1986,173868.9592
1574,5,2,Urban,1964,180645.8078
2508,4,2,Suburb,1982,278979.0329
2264,4,3,Rural,2015,196799.8281
1956,4,1,Suburb,1979,199095.207
2016,3,2,Rural,2019,304526.7834
2720,4,2,Urban,1965,367382.3752
1770,3,2,Rural,2016,259329.0432
2764,3,1,Urban,1988,323230.6775
1222,2,3,Rural,2018,275108.3389
2122,5,2,Suburb,1959,215133.4886
2782,5,1,Rural,1972,285109.8216
1556,4,1,Rural,2015,169350.8574
1910,2,2,Urban,2002,250983.5618
1272,4,1,Rural,1965,117218.007
2422,4,2,Rural,2014,315889.2387
2540,5,1,Rural,2001,226177.3818
1429,2,3,Rural,1976,176476.4482
1522,4,1,Rural,1976,63192.84176
1959,4,3,Urban,1995,215268.7385
2371,4,3,Rural,1959,230508.6905
1909,3,2,Urban,1983,192936.786
2574,5,1,Rural,1952,325651.879
1450,3,3,Urban,2009,205606.2102
2974,4,2,Urban,1975,370774.3754
2011,2,1,Suburb,1965,151350.1461
1041,3,3,Rural,2017,137230.2845
2738,3,1,Rural,1986,262217.5599
1093,4,1,Suburb,2014,154987.5445
1485,3,2,Rural,1977,92253.44666
1516,2,2,Suburb,1971,211881.3574
2587,2,2,Rural,2003,165233.4268
2173,5,1,Suburb,1964,292314.4796
1716,5,3,Suburb,2003,230101.9375
2835,2,1,Suburb,1991,258747.392
1498,2,1,Suburb,1988,168571.2427
1370,3,2,Suburb,1957,114837.2669
1980,5,1,Urban,1990,203845.0377
1698,3,3,Suburb,1959,143379.056
1484,2,2,Rural,1954,137509.6472
1664,5,1,Rural,1961,183466.2954
2406,3,3,Rural,2012,256260.1103
1627,5,1,Urban,2015,191259.1759
2684,4,2,Urban,1990,208004.5699
1731,4,1,Rural,2019,151602.6839
1191,4,3,Rural,1962,77119.23324
2768,4,1,Rural,1958,412087.5586
1835,4,3,Rural,1996,209544.4347
2244,5,1,Suburb,1971,265342.7997
2070,2,3,Suburb,1999,293583.6556
1126,3,1,Suburb,1957,170206.0334
2826,2,1,Urban,1996,386899.5388
1726,2,1,Urban,1957,180078.1526
2030,2,3,Suburb,2017,308963.403
1695,3,1,Urban,1964,202642.3497
2139,4,1,Urban,2013,204867.2396
1563,5,2,Suburb,2020,144964.3907
1365,5,1,Suburb,2000,96421.57568
2069,2,1,Suburb,1968,94030.50933
1392,5,3,Suburb,1973,225210.2959
1953,3,2,Suburb,1999,203770.8759
1022,2,2,Rural,1970,219877.9858
2154,3,2,Suburb,2016,237788.5902
2150,2,2,Suburb,1977,199479.1152
1444,4,3,Suburb,1986,159431.2703
1776,5,1,Suburb,1961,257847.6539
2332,5,1,Suburb,1981,233888.3057
1707,3,3,Suburb,2004,205352.3861
1432,5,3,Suburb,2017,227500.6004
1472,2,3,Rural,1960,173007.1327
2989,4,1,Suburb,1989,378087.0381
1047,5,1,Suburb,2016,83804.91826
2914,4,3,Suburb,1959,306841.5899
2105,3,2,Rural,2002,203375.6625
2132,4,3,Urban,1966,120859.1698
1262,5,3,Suburb,2007,153310.8326
2890,5,2,Rural,1958,376445.7135
2054,3,2,Rural,1961,237768.7087
1357,3,2,Rural,1992,129469.0889
1567,4,2,Urban,1997,173158.8372
1479,4,3,Rural,1977,134995.4143
1866,3,3,Rural,2013,231763.5106
2212,5,1,Rural,1969,243587.1079
2028,4,1,Suburb,2015,176205.9699
2309,3,3,Suburb,1989,246293.5173
2813,4,1,Rural,1980,377023.3234
2680,3,1,Suburb,1963,274410.7545
2417,5,1,Suburb,2015,311487.5297
2478,4,2,Suburb,1998,227956.461
1707,4,2,Urban,1991,176725.143
1425,2,2,Rural,2012,128631.6976
2050,2,3,Urban,2017,239677.8501
1126,5,2,Rural,1967,216391.8257
1134,3,1,Suburb,1951,176689.4286
2558,2,3,Rural,1952,336204.5242
1330,2,3,Suburb,1955,153317.3158
2652,5,1,Rural,2014,254542.4403
1391,3,1,Rural,1979,209442.8211
1007,5,2,Rural,1991,107446.932
1612,4,1,Rural,2007,181349.8697
2284,4,2,Suburb,2015,282649.3786
2222,3,3,Urban,1977,232369.4237
1597,2,2,Urban,2017,260592.0195
2763,5,3,Rural,1986,383292.0641
1385,5,3,Suburb,1996,226376.8215
1471,4,2,Urban,2017,188576.4439
1178,5,3,Rural,1978,132303.4138
1449,2,1,Urban,2017,204380.4797
2263,3,3,Suburb,1997,233923.0344
2547,5,2,Suburb,1983,288945.3514
1814,2,3,Urban,1990,171104.8716
2769,3,2,Urban,1965,322216.8029
2206,5,2,Rural,1954,209235.4968
2817,5,2,Rural,2011,345218.4032
1357,3,3,Suburb,2004,60641.83338
1375,5,1,Urban,1981,245604.9821
2964,5,3,Suburb,2004,285798.2213
1701,5,2,Suburb,1973,209552.8214
1837,4,2,Rural,1974,250228.1614
2750,3,3,Urban,1996,330389.0959
2793,4,2,Rural,1995,273412.6614
1537,3,2,Rural,1998,138438.6458
1781,4,2,Rural,2020,109627.5038
1081,5,3,Rural,1968,106755.5841
2381,2,3,Urban,1969,200013.7699
1184,3,1,Suburb,1994,158219.1627
1287,2,1,Urban,1996,185069.3693
2085,3,3,Urban,2005,271181.3605
1882,3,2,Suburb,2008,170018.7011
1506,5,2,Urban,1992,216132.1151
2485,3,2,Urban,2005,269508.4061
1029,5,3,Rural,1996,49664.21765
2932,5,3,Suburb,1991,237618.4929
1935,5,3,Suburb,1961,251417.3157
1030,4,2,Suburb,1967,152503.9783
2316,4,2,Suburb,1984,160377.8469
2196,5,2,Rural,1982,173749.3976
2637,2,3,Urban,1982,223757.5445
2151,2,2,Suburb,2003,284376.1867
1085,3,3,Urban,2018,114079.1393
2338,2,3,Urban,2019,382929.5933
1027,3,2,Urban,1977,145458.4577
1121,3,1,Urban,1994,86194.98262
2274,3,3,Rural,1984,155210.7954
1572,4,3,Suburb,1960,191067.4427
1402,5,2,Suburb,1964,200277.3158
1682,2,1,Urban,1963,124120.9725
2466,5,1,Rural,2002,333198.1167
1271,5,2,Urban,1981,54716.56821
1836,4,1,Suburb,1955,263017.0901
2835,3,2,Suburb,2006,322293.323
1112,5,2,Rural,2019,60240.21651
2729,3,1,Suburb,1957,303140.91
2417,4,3,Suburb,2020,346941.2546
2966,5,1,Urban,2013,319038.2222
1018,2,3,Suburb,1957,197776.6235
2875,5,3,Suburb,2019,195515.2781
1604,4,3,Suburb,1952,137594.4727
2752,4,1,Rural,1972,255345.068
1464,5,3,Urban,2009,181742.9878
1690,2,2,Suburb,1950,191429.4937
2010,3,2,Suburb,1999,293744.8912
2932,5,3,Rural,1978,379382.4143
2214,5,1,Rural,1956,245657.0944
2516,2,3,Rural,1992,285740.4129
2935,2,2,Rural,1990,313360.5212
2013,4,2,Rural,1992,310181.4739
2972,3,3,Rural,1959,246366.903
1162,3,1,Suburb,2013,181691.842
2635,5,2,Urban,2018,323268.9795
1698,3,1,Urban,1984,104391.0002
1294,4,2,Rural,2010,71748.83702
1578,4,2,Urban,1963,213518.1919
2096,2,3,Rural,1970,227042.2594
2767,2,2,Urban,1993,356872.1814
1700,4,3,Urban,2012,147835.4311
2585,2,2,Suburb,1978,251135.9084
2332,4,2,Suburb,1969,287596.3036
1301,2,1,Suburb,2002,114357.5951
2331,5,3,Rural,1967,192798.2712
1123,3,1,Suburb,1970,92321.40279
1668,4,3,Urban,1955,149092.391
2284,2,1,Suburb,1999,227768.0321
1194,4,2,Suburb,1953,169840.727
1841,5,3,Rural,1986,210441.5121
1350,4,3,Suburb,1964,175683.11
2866,2,3,Rural,1993,394036.5584
2791,2,2,Urban,1958,280245.3195
2959,4,2,Suburb,2012,259998.3524
1488,4,3,Urban,1987,224757.3472
1199,2,1,Suburb,1954,113772.8805
1883,5,1,Suburb,1983,185817.8716
1507,5,2,Suburb,2010,220991.8554
1897,5,2,Rural,1976,174353.1603
2603,3,1,Urban,2014,281268.1996
1445,3,1,Rural,1960,129999.6131
1079,3,2,Rural,2002,93996.16956
1744,4,1,Suburb,2012,282831.7324
1697,3,1,Urban,2002,103061.15
2640,4,1,Urban,1986,278430.8626
2492,5,2,Urban,1962,347189.1827
2860,2,1,Rural,1988,234367.1796
2465,3,3,Suburb,1978,216608.0627
1930,2,2,Suburb,2003,169955.6057
1653,3,3,Suburb,2010,224541.3021
2934,3,3,Urban,1997,270092.8222
1901,2,1,Suburb,1977,182680.9145
1271,5,3,Suburb,1998,72521.16872
2366,5,2,Suburb,1962,275693.0342
1123,5,2,Suburb,1999,155328.6151
2246,2,2,Urban,2019,291053.1719
2513,4,2,Urban,2005,275425.5235
1685,2,1,Urban,1965,254291.2148
2726,4,2,Suburb,1964,208494.833
1651,5,3,Suburb,1959,173611.1239
1296,4,1,Rural,1960,176036.2467
2142,5,2,Rural,1986,209738.6202
1786,5,3,Urban,2005,169883.898
2099,5,3,Rural,1972,190179.1279
1620,5,2,Rural,1963,203669.249
2654,2,2,Rural,2013,308092.1388
1972,3,3,Suburb,2003,242738.835
1880,3,3,Urban,1959,205177.9058
2281,3,2,Suburb,1957,259088.031
2555,2,3,Urban,1975,374610.1666
2654,5,2,Urban,1951,251414.9729
1350,5,1,Urban,1981,134715.4578
2672,5,1,Suburb,1977,316580.0348
2300,3,2,Suburb,1984,215935.3307
1254,5,2,Suburb,1999,138828.1593
2287,4,2,Rural,2016,261849.0098
1678,2,3,Suburb,1990,232188.1539
2700,5,3,Rural,2005,311840.4184
1028,5,1,Rural,1953,193479.1523
1466,5,2,Urban,1968,107891.8734
2058,4,2,Rural,1966,249558.0372
1748,5,2,Rural,1958,130303.2064
2317,3,3,Rural,1954,151323.1936
1601,5,2,Rural,1979,178556.5782
2226,3,3,Urban,2005,265551.7503
1739,3,1,Rural,2015,198701.659
1930,5,2,Rural,1969,204901.0853
2091,4,2,Suburb,1985,225997.5447
1130,3,3,Urban,1992,125942.7948
2900,5,2,Rural,2016,277277.4077
1110,5,3,Suburb,1966,56182.56951
1523,4,2,Urban,1992,159985.3773
2311,5,1,Suburb,1963,254357.8166
1686,2,2,Rural,1974,208143.2068
1830,2,3,Suburb,1988,195774.2426
1665,2,2,Urban,2001,327739.9063
2066,5,3,Rural,1985,217632.1193
1874,3,2,Urban,1960,188425.5759
2740,4,3,Rural,2012,258963.0551
2707,5,2,Rural,2002,308145.2042
2317,3,1,Rural,1966,267320.5255
1284,5,2,Urban,2020,241674.9419
1822,2,3,Suburb,1951,271052.1703
1563,2,1,Urban,1959,153985.78
2650,3,1,Suburb,1978,330066.4185
1018,3,3,Rural,2014,109476.1007
2530,3,3,Rural,1968,283997.7475
1546,4,2,Rural,1968,127731.931
1047,3,1,Suburb,2008,180037.4181
2768,2,3,Suburb,2009,237656.3137
1218,2,2,Urban,2005,103758.9299
2645,4,2,Urban,1963,251447.0512
1765,5,3,Rural,1951,245198.3171
2211,3,1,Suburb,1990,201667.5583
1030,4,3,Suburb,2019,53403.62075
1258,5,2,Urban,1999,231658.0772
2698,5,3,Suburb,2015,297656.679
2367,3,2,Suburb,2004,327135.1051
1307,2,3,Rural,1969,154716.5774
2094,3,3,Urban,1987,181328.5658
1306,3,1,Urban,2004,50966.56117
1567,2,1,Rural,1970,249656.348
2122,2,2,Urban,1965,241514.1873
1020,2,1,Rural,1976,199322.5786
2920,5,3,Rural,2002,302833.9501
2643,5,1,Urban,1957,237572.8568
2588,3,3,Urban,2021,244523.9507
2029,4,3,Rural,2014,245928.4609
1230,3,2,Urban,1997,145704.3886
1081,4,1,Rural,1972,131491.419
1957,3,2,Suburb,2020,206505.9327
1216,3,3,Urban,1990,168539.2799
1334,3,3,Rural,1967,148802.5972
1558,5,2,Rural,1978,228489.3617
1863,3,2,Suburb,1979,198155.5658
1873,4,2,Rural,1972,232746.318
1752,5,3,Rural,1965,257985.8944
2713,3,1,Urban,1982,309991.3283
1593,2,3,Suburb,1952,158995.5614
2822,5,3,Rural,2000,316689.2634
1703,2,3,Suburb,1959,208610.2291
1924,3,3,Urban,1980,185877.321
2678,4,1,Suburb,1952,271087.7254
2849,2,3,Rural,1984,310456.673
2814,2,2,Rural,1982,280563.59
2957,5,1,Suburb,2001,482577.1634
1552,2,2,Rural,2004,131028.7177
2482,3,2,Suburb,1989,226843.4848
1782,5,3,Urban,1984,188496.2251
1086,2,1,Urban,1985,192222.0301
2538,4,3,Suburb,2006,315612.7385
2746,5,1,Urban,2004,311406.3395
1512,4,1,Rural,1979,177502.0603
1983,4,2,Rural,1963,220356.0763
2008,5,1,Urban,1992,181305.3907
